CHAPEDES  4755  4885     1    2016_05_11
  3  85      0    396.53   3.15172
  3  86      0   397.966   3.38922
  3  87      0   400.191   3.49841
  3  88      0   400.442   2.64427
  3  89      0   399.067   2.79721
  3  90      0   398.407   2.71558
  3  91      0   398.094   2.53627
  3  92      0   396.878   2.39692
  3  93     99         0         0
  3  94     99         0         0
  3  95     99         0         0
  3  96     99         0         0
  3  97     99         0         0
  3  98     99         0         0
  3  99     99         0         0
  3 100     99         0         0
  3 101     99         0         0
  3 102     99         0         0
  3 103     99         0         0
  3 104     99         0         0
  3 105     99         0         0
  3 106     99         0         0
  3 107     99         0         0
  3 108     99         0         0
  3 109     99         0         0
  3 110     99         0         0
  3 111     99         0         0
  3 112     99         0         0
  3 113     99         0         0
  3 114     99         0         0
  3 115     99         0         0
  3 116     99         0         0
  3 117     99         0         0
  3 118     99         0         0
  3 119     99         0         0
  3 120     99         0         0
  3 121     99         0         0
  3 122     99         0         0
  3 123     99         0         0
  3 124     99         0         0
  3 125     99         0         0
  3 126     99         0         0
  3 127     99         0         0
  4   0     99         0         0
  4   1     99         0         0
  4   2     99         0         0
  4   3     99         0         0
  4   4     99         0         0
  4   5     99         0         0
  4   6     99         0         0
  4   7     99         0         0
  4   8     99         0         0
  4   9     99         0         0
  4  10     99         0         0
  4  11     99         0         0
  4  12     99         0         0
  4  13     99         0         0
  4  14     99         0         0
  4  15     99         0         0
  4  16     99         0         0
  4  17     99         0         0
  4  18     99         0         0
  4  19     99         0         0
  4  20     99         0         0
  4  21     99         0         0
  4  22     99         0         0
  4  23     99         0         0
  4  24     99         0         0
  4  25     99         0         0
  4  26     99         0         0
  4  27     99         0         0
  4  28     99         0         0
  4  29     99         0         0
  4  30     99         0         0
  4  31     99         0         0
  4  32     99         0         0
  4  33     99         0         0
  4  34      0    398.53   2.54222
  4  35      0    399.23   2.64726
  4  36      0   399.393   2.61324
  4  37      0   399.341   2.79045
  4  38      0   399.549   2.72005
  4  39      0   398.994   2.73586
  4  40      0   400.656   2.71194
  4  41      0   398.533   3.05008
  4  42      0   398.205   3.25903
  4  43      0   398.271   3.54383
  4  44      0    400.16    3.3634
  4  45      0   399.251   2.70228
  4  46      0   399.575   3.14397
  4  47      0   400.888   3.06652
  4  48      0   400.227    3.2922
  4  49      0   399.186   2.99424
  4  50      0   400.339    3.4409
  4  51      0    401.27   3.15594
  4  52      0   399.757   3.16065
  4  53      0   399.144   2.90993
  4  54      0   397.789   2.92198
  4  55      0   401.574   2.93337
  4  56      0   398.846   2.56816
  4  57      0    400.53   2.90565
  4  58      0   398.324   2.55178
  4  59      0   400.556   2.60741
  4  60      0   398.756   2.78013
  4  61      0   397.177   2.80234
  4  62      0   399.619   2.71798
  4  63      0   400.367   2.67883
  4  64      0   399.796   2.67044
  4  65      0   398.735    2.5028
  4  66      0   399.406   2.67998
  4  67      0   399.367   2.61335
  4  68      0   400.368   2.73509
  4  69      0   398.428   2.56107
  4  70      0    398.47   2.72754
  4  71      2   399.392   1.31454
  4  72      0   399.365   2.73561
  4  73      0   398.065   2.74398
  4  74      0   399.865   2.59688
  4  75      0   398.645   2.65859
  4  76      0   398.814   2.70023
  4  77      0   398.058   2.80589
  4  78      0   398.729   2.72892
  4  79      0    399.39    2.6137
  4  80      0   399.794   2.53929
  4  81      0   400.946   3.05861
  4  82      0    399.35   2.68679
  4  83      0   400.555   2.64508
  4  84      0   400.543   2.74225
  4  85      0   399.249   2.87528
  4  86      0   399.063   2.65949
  4  87      0   400.559   2.74114
  4  88      0   398.712   2.75933
  4  89      0   399.256   2.77959
  4  90      0    399.62   2.66392
  4  91      0   399.142   2.65042
  4  92      0   397.979   2.91856
  4  93      0   397.011   2.78551
  4  94     99         0         0
  4  95     99         0         0
  4  96     99         0         0
  4  97     99         0         0
  4  98     99         0         0
  4  99     99         0         0
  4 100     99         0         0
  4 101     99         0         0
  4 102     99         0         0
  4 103     99         0         0
  4 104     99         0         0
  4 105     99         0         0
  4 106     99         0         0
  4 107     99         0         0
  4 108     99         0         0
  4 109     99         0         0
  4 110     99         0         0
  4 111     99         0         0
  4 112     99         0         0
  4 113     99         0         0
  4 114     99         0         0
  4 115     99         0         0
  4 116     99         0         0
  4 117     99         0         0
  4 118     99         0         0
  4 119     99         0         0
  4 120     99         0         0
  4 121     99         0         0
  4 122     99         0         0
  4 123     99         0         0
  4 124     99         0         0
  4 125     99         0         0
  4 126     99         0         0
  4 127     99         0         0
  5   0     99         0         0
  5   1     99         0         0
  5   2     99         0         0
  5   3     99         0         0
  5   4     99         0         0
  5   5     99         0         0
  5   6     99         0         0
  5   7     99         0         0
  5   8     99         0         0
  5   9     99         0         0
  5  10     99         0         0
  5  11     99         0         0
  5  12     99         0         0
  5  13     99         0         0
  5  14     99         0         0
  5  15     99         0         0
  5  16     99         0         0
  5  17     99         0         0
  5  18     99         0         0
  5  19     99         0         0
  5  20     99         0         0
  5  21     99         0         0
  5  22     99         0         0
  5  23     99         0         0
  5  24     99         0         0
  5  25     99         0         0
  5  26     99         0         0
  5  27     99         0         0
  5  28     99         0         0
  5  29     99         0         0
  5  30     99         0         0
  5  31     99         0         0
  5  32     99         0         0
  5  33      0   399.293   3.68046
  5  34      0   398.335   3.47068
  5  35      0   399.213   2.93381
  5  36      0   399.301   3.16609
  5  37      0   399.414   3.12501
  5  38      0   399.354   3.19109
  5  39      0   400.541   3.47286
  5  40      0   399.422   3.26786
  5  41      0   398.908   2.87612
  5  42      0    399.01    3.2799
  5  43      0    398.34   3.36711
  5  44      0   399.473   3.09529
  5  45      0   399.651   3.14185
  5  46      0   398.998   2.74099
  5  47      0   399.839   2.93172
  5  48      0   398.761   2.81283
  5  49      0   398.186   2.97437
  5  50      0   399.697   3.80696
  5  51      0   400.764   3.07547
  5  52      0   397.702   3.10722
  5  53      0   399.142   3.66802
  5  54      0    399.39   2.97948
  5  55      0   399.496   3.09591
  5  56      0   398.496    3.4137
  5  57      0   397.882   2.89399
  5  58      0   400.567   2.90785
  5  59      0   397.926   3.03464
  5  60      0   398.858   3.00831
  5  61      0   397.178   3.35479
  5  62      0   398.822   3.41059
  5  63      0   399.938   3.00781
  5  64      0   399.414   2.79077
  5  65      0   397.403   3.22782
  5  66      0   398.372   2.59615
  5  67      0   399.387   2.55197
  5  68      0   400.158    2.6063
  5  69      0   399.777   2.52436
  5  70      0   398.826   2.49473
  5  71      0   400.509   2.39734
  5  72      0   399.053   3.10563
  5  73      0   397.831   2.69137
  5  74      0   396.081   3.43102
  5  75      0    397.89    3.1258
  5  76      0   397.303   3.43376
  5  77      0   397.625   3.11559
  5  78      0   398.248   2.80364
  5  79      0   397.122   3.20209
  5  80      0   398.184   2.61291
  5  81      0   399.862   3.10127
  5  82      0     399.8   2.64687
  5  83      0    398.22   2.54174
  5  84      0   398.939   2.70608
  5  85      0   400.774   2.34096
  5  86      0   401.118   2.65923
  5  87      0   400.537   2.68487
  5  88      0   400.475    2.5201
  5  89      0   400.439   2.77745
  5  90      0   400.318   2.86837
  5  91      0   400.076   2.71981
  5  92      0    398.15   2.83211
  5  93      0   399.063   2.60467
  5  94      0   400.482   2.70836
  5  95     99         0         0
  5  96     99         0         0
  5  97     99         0         0
  5  98     99         0         0
  5  99     99         0         0
  5 100     99         0         0
  5 101     99         0         0
  5 102     99         0         0
  5 103     99         0         0
  5 104     99         0         0
  5 105     99         0         0
  5 106     99         0         0
  5 107     99         0         0
  5 108     99         0         0
  5 109     99         0         0
  5 110     99         0         0
  5 111     99         0         0
  5 112     99         0         0
  5 113     99         0         0
  5 114     99         0         0
  5 115     99         0         0
  5 116     99         0         0
  5 117     99         0         0
  5 118     99         0         0
  5 119     99         0         0
  5 120     99         0         0
  5 121     99         0         0
  5 122     99         0         0
  5 123     99         0         0
  5 124     99         0         0
  5 125     99         0         0
  5 126     99         0         0
  5 127     99         0         0
  6   0     99         0         0
  6   1     99         0         0
  6   2     99         0         0
  6   3     99         0         0
  6   4     99         0         0
  6   5     99         0         0
  6   6     99         0         0
  6   7     99         0         0
  6   8     99         0         0
  6   9     99         0         0
  6  10     99         0         0
  6  11     99         0         0
  6  12     99         0         0
  6  13     99         0         0
  6  14     99         0         0
  6  15     99         0         0
  6  16     99         0         0
  6  17     99         0         0
  6  18     99         0         0
  6  19     99         0         0
  6  20     99         0         0
  6  21     99         0         0
  6  22     99         0         0
  6  23     99         0         0
  6  24     99         0         0
  6  25     99         0         0
  6  26     99         0         0
  6  27     99         0         0
  6  28     99         0         0
  6  29     99         0         0
  6  30     99         0         0
  6  31     99         0         0
  6  32      0    399.05   3.18496
  6  33      0   399.053   2.71107
  6  34      0   399.363   2.63196
  6  35      0   399.265   2.77907
  6  36      0    397.97    2.3079
  6  37      0   398.295   2.79191
  6  38      0   400.079   2.65328
  6  39      0   399.234   2.65303
  6  40      0   398.554   2.64459
  6  41      0   398.985   2.71007
  6  42      0   399.878   2.68953
  6  43      0    398.88    2.7073
  6  44      0   395.887   2.75126
  6  45      0   398.202   2.80634
  6  46      0   398.202   2.93069
  6  47      0   398.985   2.70266
  6  48      0   399.553    3.8227
  6  49      0   400.146   3.11624
  6  50      0   398.327   3.69096
  6  51      0   399.134   3.32692
  6  52      0   398.585   3.30267
  6  53      0    400.27   2.88605
  6  54      0   401.905   3.11867
  6  55      0   400.506   3.47291
  6  56      0   397.598   2.57005
  6  57      0   397.895    2.6193
  6  58      0   399.271   2.54917
  6  59      0   397.246   2.73453
  6  60      0   397.315   2.63409
  6  61      0    398.58   2.67734
  6  62      0   397.116   2.64054
  6  63      0   399.407    2.9314
  6  64      0   399.828   2.71428
  6  65      0   398.115   2.69618
  6  66      0   399.967   2.63973
  6  67      0   399.336   2.66307
  6  68      0    397.74   2.68262
  6  69      0   399.699   2.80199
  6  70      0   400.081   2.75982
  6  71      0   399.967   2.71459
  6  72      0   397.647   2.53711
  6  73      0   397.162   2.67711
  6  74      0   395.804   2.61595
  6  75      0   396.471   2.65356
  6  76      0   394.102   2.58888
  6  77      0   397.477    2.5533
  6  78      0   397.419   2.73066
  6  79      0   397.914   2.59033
  6  80      0   399.443   2.80625
  6  81      0   402.287   2.66844
  6  82      0   398.122    2.7863
  6  83      0   398.488   2.55207
  6  84      0   397.908   2.67466
  6  85      0   397.349    2.4402
  6  86      0   399.114   2.43865
  6  87      0   398.701   2.51323
  6  88      0     398.6   2.65989
  6  89      0    396.92   2.58023
  6  90      0   396.988   2.67922
  6  91      0   396.568    2.7591
  6  92      0   395.937   2.97343
  6  93      0   395.641   2.72015
  6  94      0   396.965   2.80497
  6  95      2   398.586   1.32627
  6  96     99         0         0
  6  97     99         0         0
  6  98     99         0         0
  6  99     99         0         0
  6 100     99         0         0
  6 101     99         0         0
  6 102     99         0         0
  6 103     99         0         0
  6 104     99         0         0
  6 105     99         0         0
  6 106     99         0         0
  6 107     99         0         0
  6 108     99         0         0
  6 109     99         0         0
  6 110     99         0         0
  6 111     99         0         0
  6 112     99         0         0
  6 113     99         0         0
  6 114     99         0         0
  6 115     99         0         0
  6 116     99         0         0
  6 117     99         0         0
  6 118     99         0         0
  6 119     99         0         0
  6 120     99         0         0
  6 121     99         0         0
  6 122     99         0         0
  6 123     99         0         0
  6 124     99         0         0
  6 125     99         0         0
  6 126     99         0         0
  6 127     99         0         0
  7   0     99         0         0
  7   1     99         0         0
  7   2     99         0         0
  7   3     99         0         0
  7   4     99         0         0
  7   5     99         0         0
  7   6     99         0         0
  7   7     99         0         0
  7   8     99         0         0
  7   9     99         0         0
  7  10     99         0         0
  7  11     99         0         0
  7  12     99         0         0
  7  13     99         0         0
  7  14     99         0         0
  7  15     99         0         0
  7  16     99         0         0
  7  17     99         0         0
  7  18     99         0         0
  7  19     99         0         0
  7  20     99         0         0
  7  21     99         0         0
  7  22     99         0         0
  7  23     99         0         0
  7  24     99         0         0
  7  25     99         0         0
  7  26     99         0         0
  7  27     99         0         0
  7  28     99         0         0
  7  29     99         0         0
  7  30     99         0         0
  7  31     99         0         0
  7  32      0   399.594   2.59529
  7  33      0   400.162   2.56461
  7  34      0   399.289   2.67497
  7  35      0   398.699   2.54172
  7  36      0   400.612   2.67968
  7  37      0   398.157   2.57786
  7  38      0   397.828   2.60426
  7  39      0   400.973   2.29997
  7  40      0   398.498    2.6052
  7  41      0   401.245   2.14582
  7  42      0   398.532   2.18037
  7  43      0   398.144   2.61219
  7  44      0   399.444   2.60254
  7  45      0   396.591   2.59257
  7  46      0   400.249   2.59859
  7  47      0   397.824   2.42116
  7  48      0   400.995   2.49648
  7  49      0   399.709   2.65206
  7  50      0   399.919   2.61684
  7  51      0   399.828   2.60614
  7  52      0   397.268   2.47115
  7  53      0   398.653   4.59613
  7  54      0   399.802   2.58691
  7  55      0   398.699   2.62702
  7  56      0   398.118   2.56278
  7  57      0   399.287   2.67881
  7  58      0   397.765   2.60353
  7  59      0   397.375   2.62802
  7  60      0   398.835    2.6052
  7  61      0   397.128   2.31586
  7  62      0   399.412   2.55978
  7  63      0    397.66   2.53129
  7  64      0   399.067   2.65172
  7  65      0   398.699   3.04589
  7  66      0   398.415   2.63722
  7  67      0   400.806   2.76736
  7  68      0   399.289   2.76988
  7  69      0   399.103    2.4688
  7  70      0   398.743   2.60683
  7  71      0   395.793   2.91361
  7  72      0   397.529   2.53118
  7  73      0   394.959   2.55643
  7  74      0   398.072    2.5479
  7  75      0    397.27   2.52694
  7  76      0   395.269   2.76882
  7  77      0   397.613    2.6995
  7  78      0   397.362   2.63548
  7  79      0   399.158   2.49829
  7  80      0   397.975   2.64083
  7  81      0   399.237   2.62218
  7  82      0   397.564   2.64689
  7  83      0   398.537   2.67713
  7  84      0     397.9   2.55731
  7  85      0   396.244   2.68976
  7  86      0   396.706   2.49738
  7  87      0   397.757   2.71526
  7  88      0   399.136     2.653
  7  89      0   397.364   2.83202
  7  90      0   397.874   2.84568
  7  91      0   396.206   2.80128
  7  92      0   397.642   2.81492
  7  93      0    399.89   2.52523
  7  94      0   397.337   2.73285
  7  95      0   397.537   2.63055
  7  96     99         0         0
  7  97     99         0         0
  7  98     99         0         0
  7  99     99         0         0
  7 100     99         0         0
  7 101     99         0         0
  7 102     99         0         0
  7 103     99         0         0
  7 104     99         0         0
  7 105     99         0         0
  7 106     99         0         0
  7 107     99         0         0
  7 108     99         0         0
  7 109     99         0         0
  7 110     99         0         0
  7 111     99         0         0
  7 112     99         0         0
  7 113     99         0         0
  7 114     99         0         0
  7 115     99         0         0
  7 116     99         0         0
  7 117     99         0         0
  7 118     99         0         0
  7 119     99         0         0
  7 120     99         0         0
  7 121     99         0         0
  7 122     99         0         0
  7 123     99         0         0
  7 124     99         0         0
  7 125     99         0         0
  7 126     99         0         0
  7 127     99         0         0
  8   0     99         0         0
  8   1     99         0         0
  8   2     99         0         0
  8   3     99         0         0
  8   4     99         0         0
  8   5     99         0         0
  8   6     99         0         0
  8   7     99         0         0
  8   8     99         0         0
  8   9     99         0         0
  8  10     99         0         0
  8  11     99         0         0
  8  12     99         0         0
  8  13     99         0         0
  8  14     99         0         0
  8  15     99         0         0
  8  16     99         0         0
  8  17     99         0         0
  8  18     99         0         0
  8  19     99         0         0
  8  20     99         0         0
  8  21     99         0         0
  8  22     99         0         0
  8  23     99         0         0
  8  24     99         0         0
  8  25     99         0         0
  8  26     99         0         0
  8  27     99         0         0
  8  28     99         0         0
  8  29     99         0         0
  8  30      0   398.242   2.55291
  8  31      0   398.862   2.73286
  8  32      0   400.314   3.40455
  8  33      0   399.433   3.10116
  8  34      0   399.668   2.79078
  8  35      0   401.532   3.50502
  8  36      0   399.501   3.71387
  8  37      0   400.246    2.8071
  8  38      0   398.126   3.37097
  8  39      0   401.036   3.13422
  8  40      0   399.375    2.8895
  8  41      0   399.314   2.60958
  8  42      0   399.074   2.27248
  8  43      0   399.228   2.52494
